id,item_id,dept_id,cat_id,store_id,state_id,d_1928,d_1929,d_1930,d_1931,d_1932,d_1933,d_1934,d_1935,d_1936,d_1937,d_1938,d_1939,d_1940,d_1941
HOUSEHOLD_2_071_TX_2_evaluation,HOUSEHOLD_2_071,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,1,1,1,0,0,1,0,0,1,1
HOUSEHOLD_2_072_TX_2_evaluation,HOUSEHOLD_2_072,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,1,1,1,1,1,1,0,1,1,0,1,1,2
HOUSEHOLD_2_073_TX_2_evaluation,HOUSEHOLD_2_073,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_074_TX_2_evaluation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,-1,0,0,0,0,1,1,0,0,0,0,0,1,1
HOUSEHOLD_2_075_TX_2_evaluation,HOUSEHOLD_2_075,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,2,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_076_TX_2_evaluation,HOUSEHOLD_2_076,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,1,1,0,0,0,0,1,1,1
HOUSEHOLD_2_077_TX_2_evaluation,HOUSEHOLD_2_077,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_078_TX_2_evaluation,HOUSEHOLD_2_078,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,0,0,0,0,1,0,0,0,0,0,0,1
HOUSEHOLD_2_079_TX_2_evaluation,HOUSEHOLD_2_079,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_080_TX_2_evaluation,HOUSEHOLD_2_080,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_081_TX_2_evaluation,HOUSEHOLD_2_081,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,0,0,1,1,1,1,0,1,1,1,1,1
HOUSEHOLD_2_082_TX_2_evaluation,HOUSEHOLD_2_082,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HOUSEHOLD_2_083_TX_2_evaluation,HOUSEHOLD_2_083,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_084_TX_2_evaluation,HOUSEHOLD_2_084,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HOUSEHOLD_2_085_TX_2_evaluation,HOUSEHOLD_2_085,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_086_TX_2_evaluation,HOUSEHOLD_2_086,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_087_TX_2_evaluation,HOUSEHOLD_2_087,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_088_TX_2_evaluation,HOUSEHOLD_2_088,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_089_TX_2_evaluation,HOUSEHOLD_2_089,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,1,1,0,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_090_TX_2_evaluation,HOUSEHOLD_2_090,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,0,1,1,0,0,0,0,0,0,0
HOUSEHOLD_2_091_TX_2_evaluation,HOUSEHOLD_2_091,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_092_TX_2_evaluation,HOUSEHOLD_2_092,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_093_TX_2_evaluation,HOUSEHOLD_2_093,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,1,0,0,1,0,0,0,0,0,0,0
HOUSEHOLD_2_094_TX_2_evaluation,HOUSEHOLD_2_094,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_095_TX_2_evaluation,HOUSEHOLD_2_095,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,1,0,0,0,0,0,0,1,1
HOUSEHOLD_2_096_TX_2_evaluation,HOUSEHOLD_2_096,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HOUSEHOLD_2_097_TX_2_evaluation,HOUSEHOLD_2_097,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_098_TX_2_evaluation,HOUSEHOLD_2_098,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_099_TX_2_evaluation,HOUSEHOLD_2_099,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_100_TX_2_evaluation,HOUSEHOLD_2_100,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_101_TX_2_evaluation,HOUSEHOLD_2_101,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_102_TX_2_evaluation,HOUSEHOLD_2_102,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_103_TX_2_evaluation,HOUSEHOLD_2_103,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_104_TX_2_evaluation,HOUSEHOLD_2_104,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_105_TX_2_evaluation,HOUSEHOLD_2_105,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_106_TX_2_evaluation,HOUSEHOLD_2_106,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_107_TX_2_evaluation,HOUSEHOLD_2_107,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_108_TX_2_evaluation,HOUSEHOLD_2_108,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_109_TX_2_evaluation,HOUSEHOLD_2_109,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,0,1,1,1,2,1,1,1,1,1,1
HOUSEHOLD_2_110_TX_2_evaluation,HOUSEHOLD_2_110,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,2,2,2,2,2,2,2,2,2,2,2,2,2,2
HOUSEHOLD_2_111_TX_2_evaluation,HOUSEHOLD_2_111,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,1,0,1,1
HOUSEHOLD_2_112_TX_2_evaluation,HOUSEHOLD_2_112,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HOUSEHOLD_2_113_TX_2_evaluation,HOUSEHOLD_2_113,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_114_TX_2_evaluation,HOUSEHOLD_2_114,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_115_TX_2_evaluation,HOUSEHOLD_2_115,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,2,1,1,1,1,2,2,1,1,2,2,1,2,2
HOUSEHOLD_2_116_TX_2_evaluation,HOUSEHOLD_2_116,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_117_TX_2_evaluation,HOUSEHOLD_2_117,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,0,1,0,0,0,0,0,0,0,1
HOUSEHOLD_2_118_TX_2_evaluation,HOUSEHOLD_2_118,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,1,1,0,1,0,0,1,1,0,0,0
HOUSEHOLD_2_119_TX_2_evaluation,HOUSEHOLD_2_119,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,1,0,1,1,1,0,0,0,0,1,0,0
HOUSEHOLD_2_120_TX_2_evaluation,HOUSEHOLD_2_120,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,-1,0,1,1,0,1,0,0,0,1,1,1,1,0
HOUSEHOLD_2_121_TX_2_evaluation,HOUSEHOLD_2_121,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,1,0,0,0,1,0,0,1,1,1
HOUSEHOLD_2_122_TX_2_evaluation,HOUSEHOLD_2_122,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,1,0,1,1,1,0,0,0,0,1,0,1
HOUSEHOLD_2_123_TX_2_evaluation,HOUSEHOLD_2_123,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,1,1,1,1,1,1,0,1,0,1
HOUSEHOLD_2_124_TX_2_evaluation,HOUSEHOLD_2_124,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
HOUSEHOLD_2_125_TX_2_evaluation,HOUSEHOLD_2_125,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_126_TX_2_evaluation,HOUSEHOLD_2_126,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_127_TX_2_evaluation,HOUSEHOLD_2_127,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_128_TX_2_evaluation,HOUSEHOLD_2_128,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,0,1,1,1,1,1,1,0,1,1,1,1
HOUSEHOLD_2_129_TX_2_evaluation,HOUSEHOLD_2_129,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_130_TX_2_evaluation,HOUSEHOLD_2_130,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_131_TX_2_evaluation,HOUSEHOLD_2_131,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_132_TX_2_evaluation,HOUSEHOLD_2_132,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_133_TX_2_evaluation,HOUSEHOLD_2_133,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_134_TX_2_evaluation,HOUSEHOLD_2_134,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_135_TX_2_evaluation,HOUSEHOLD_2_135,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,1,0,1,1,1,0,1,0,0,1,0
HOUSEHOLD_2_136_TX_2_evaluation,HOUSEHOLD_2_136,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_137_TX_2_evaluation,HOUSEHOLD_2_137,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_138_TX_2_evaluation,HOUSEHOLD_2_138,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_139_TX_2_evaluation,HOUSEHOLD_2_139,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,0,0,0,1,0,0,1,0,0,0,1,0
HOUSEHOLD_2_140_TX_2_evaluation,HOUSEHOLD_2_140,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,1,1,1,1,0,0,1,1,1,1
HOUSEHOLD_2_141_TX_2_evaluation,HOUSEHOLD_2_141,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_142_TX_2_evaluation,HOUSEHOLD_2_142,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,2,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_143_TX_2_evaluation,HOUSEHOLD_2_143,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_144_TX_2_evaluation,HOUSEHOLD_2_144,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_145_TX_2_evaluation,HOUSEHOLD_2_145,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,1,1,1,0,0,1,0,1,1,1
HOUSEHOLD_2_146_TX_2_evaluation,HOUSEHOLD_2_146,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,1,1,0,1,1,0,0,1,0,1,0
HOUSEHOLD_2_147_TX_2_evaluation,HOUSEHOLD_2_147,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_148_TX_2_evaluation,HOUSEHOLD_2_148,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HOUSEHOLD_2_149_TX_2_evaluation,HOUSEHOLD_2_149,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_150_TX_2_evaluation,HOUSEHOLD_2_150,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_151_TX_2_evaluation,HOUSEHOLD_2_151,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
HOUSEHOLD_2_152_TX_2_evaluation,HOUSEHOLD_2_152,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_153_TX_2_evaluation,HOUSEHOLD_2_153,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_154_TX_2_evaluation,HOUSEHOLD_2_154,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,1,0,1,1,1,1,1,1,0,1,1,1,1
HOUSEHOLD_2_155_TX_2_evaluation,HOUSEHOLD_2_155,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_156_TX_2_evaluation,HOUSEHOLD_2_156,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_157_TX_2_evaluation,HOUSEHOLD_2_157,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_158_TX_2_evaluation,HOUSEHOLD_2_158,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_159_TX_2_evaluation,HOUSEHOLD_2_159,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,0,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_160_TX_2_evaluation,HOUSEHOLD_2_160,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,0,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_161_TX_2_evaluation,HOUSEHOLD_2_161,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_162_TX_2_evaluation,HOUSEHOLD_2_162,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_163_TX_2_evaluation,HOUSEHOLD_2_163,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_164_TX_2_evaluation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_165_TX_2_evaluation,HOUSEHOLD_2_165,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_166_TX_2_evaluation,HOUSEHOLD_2_166,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_167_TX_2_evaluation,HOUSEHOLD_2_167,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_168_TX_2_evaluation,HOUSEHOLD_2_168,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_169_TX_2_evaluation,HOUSEHOLD_2_169,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_170_TX_2_evaluation,HOUSEHOLD_2_170,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_171_TX_2_evaluation,HOUSEHOLD_2_171,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,0,0,1,0,0,1,0,0,0,0
HOUSEHOLD_2_172_TX_2_evaluation,HOUSEHOLD_2_172,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_173_TX_2_evaluation,HOUSEHOLD_2_173,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_174_TX_2_evaluation,HOUSEHOLD_2_174,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_175_TX_2_evaluation,HOUSEHOLD_2_175,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_176_TX_2_evaluation,HOUSEHOLD_2_176,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,3,2,2,2,1,3,3,1,2,2,1,2,2,3
HOUSEHOLD_2_177_TX_2_evaluation,HOUSEHOLD_2_177,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_178_TX_2_evaluation,HOUSEHOLD_2_178,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,1,1,0,1,1,0,1,1,1,1,1,1
HOUSEHOLD_2_179_TX_2_evaluation,HOUSEHOLD_2_179,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_180_TX_2_evaluation,HOUSEHOLD_2_180,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,1,1,0,1,1,1,1,1,1,2,1,1,1
HOUSEHOLD_2_182_TX_2_evaluation,HOUSEHOLD_2_182,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_183_TX_2_evaluation,HOUSEHOLD_2_183,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,0,1,1,0,1,0,0,0,1,0
HOUSEHOLD_2_184_TX_2_evaluation,HOUSEHOLD_2_184,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_185_TX_2_evaluation,HOUSEHOLD_2_185,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,2,1,2,2,1,2,2,2,2,2,2,2,2
HOUSEHOLD_2_186_TX_2_evaluation,HOUSEHOLD_2_186,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_187_TX_2_evaluation,HOUSEHOLD_2_187,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,1,1,1,0,0,0,0,1,1,0
HOUSEHOLD_2_188_TX_2_evaluation,HOUSEHOLD_2_188,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_189_TX_2_evaluation,HOUSEHOLD_2_189,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_190_TX_2_evaluation,HOUSEHOLD_2_190,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,0,0,0,0,0,0,0,0,1,0
HOUSEHOLD_2_191_TX_2_evaluation,HOUSEHOLD_2_191,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_192_TX_2_evaluation,HOUSEHOLD_2_192,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_193_TX_2_evaluation,HOUSEHOLD_2_193,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_194_TX_2_evaluation,HOUSEHOLD_2_194,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_195_TX_2_evaluation,HOUSEHOLD_2_195,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_196_TX_2_evaluation,HOUSEHOLD_2_196,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_197_TX_2_evaluation,HOUSEHOLD_2_197,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,0,1,1,0,1,1,0,1,1,1
HOUSEHOLD_2_198_TX_2_evaluation,HOUSEHOLD_2_198,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_199_TX_2_evaluation,HOUSEHOLD_2_199,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_200_TX_2_evaluation,HOUSEHOLD_2_200,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,0,1,0,1,0,0,1,0,1,1,1,0
HOUSEHOLD_2_201_TX_2_evaluation,HOUSEHOLD_2_201,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,2,1,1,0,1,1,1,1,1,1,1,1,1,1
HOUSEHOLD_2_202_TX_2_evaluation,HOUSEHOLD_2_202,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,1,0,1,1,0,0,0,0,0,0,0,0
HOUSEHOLD_2_203_TX_2_evaluation,HOUSEHOLD_2_203,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,1,1,1,1,2,1,2,1,1,2,1,2,1
HOUSEHOLD_2_204_TX_2_evaluation,HOUSEHOLD_2_204,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_205_TX_2_evaluation,HOUSEHOLD_2_205,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_206_TX_2_evaluation,HOUSEHOLD_2_206,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_207_TX_2_evaluation,HOUSEHOLD_2_207,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_208_TX_2_evaluation,HOUSEHOLD_2_208,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_209_TX_2_evaluation,HOUSEHOLD_2_209,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_210_TX_2_evaluation,HOUSEHOLD_2_210,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,1,0,1,1,1,1,1,1,0,0,0,0,1
HOUSEHOLD_2_211_TX_2_evaluation,HOUSEHOLD_2_211,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_212_TX_2_evaluation,HOUSEHOLD_2_212,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,2,2,2,1,2,2,2,2,2,1,2,2,2
HOUSEHOLD_2_213_TX_2_evaluation,HOUSEHOLD_2_213,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,2,2,3,3,4,4,3,2,3,3,4,4,3
HOUSEHOLD_2_214_TX_2_evaluation,HOUSEHOLD_2_214,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSEHOLD_2_215_TX_2_evaluation,HOUSEHOLD_2_215,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
